position,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,eigencentrality,playerID,PlayerName2,WeightedDegree,Modularity
WR,11.395876,5,0.350239,0.374643,0.000883,0.025011,0.025007,0.000825,0.236776,53439,DeVonta Smith,11.395876,6
RB,71.304288,5,0.37037,0.410736,0.008812,0.057783,0.057774,0.002167,0.554872,47836,Miles Sanders,71.304288,7
RB,13.211676,5,0.346535,0.370465,0.000653,0.019802,0.019799,0.00068,0.18582,46270,Boston Scott,13.211676,5
DE,3.726708,5,0.318313,0.334827,0.000008,0.006094,0.006094,0.000214,0.056051,53585,Isaiahh Loudermilk,3.726708,5
TE,10.788539,5,0.356812,0.384058,0.00117,0.029864,0.02986,0.000903,0.28533,46118,Dallas Goedert,10.788539,6
WR,11.268325,5,0.355248,0.382814,0.001278,0.028868,0.028864,0.000995,0.275452,47834,A.J. Brown,11.268325,6
RB,15.415948,5,0.352726,0.377403,0.001075,0.020067,0.020064,0.000769,0.19341,53579,Kenneth Gainwell,15.415948,6
OLB,4.027844,5,0.319436,0.337468,0.000019,0.007801,0.007802,0.000264,0.071051,40463,Brandon Copeland,4.027844,5
WR,0.758481,5,0.314542,0.330119,0.000005,0.005504,0.005504,0.000212,0.050087,48541,Lil'Jordan Humphrey,0.758481,5
CB,0.127551,6,0.260487,0.270768,0,0.000749,0.000749,0.000122,0.006808,53018,A.J. Green,0.127551,5
WR,0.866786,5,0.317264,0.33119,0.000014,0.004601,0.004601,0.000215,0.042805,48657,Jeff Smith,0.866786,5
WR,3.174671,5,0.339357,0.357381,0.000094,0.011016,0.011015,0.000377,0.105791,52608,Quez Watkins,3.174671,6
OLB,0.434783,6,0.267826,0.282543,0,0.001664,0.001664,0.000121,0.015411,53582,Tony Fields,0.434783,3
DT,1.428571,6,0.267826,0.282543,0,0.001664,0.001664,0.000121,0.015411,54939,Ben Stille,1.428571,3
DT,18.014579,5,0.37415,0.406753,0.003156,0.03553,0.035535,0.0011,0.344099,43378,Javon Hargrave,18.014579,6
DT,20.414307,5,0.371442,0.401667,0.002664,0.030508,0.030512,0.000931,0.294136,38542,Fletcher Cox,20.414307,6
LB,16.200396,5,0.372071,0.403561,0.002009,0.036655,0.03666,0.000996,0.351853,46199,Josh Sweat,16.200396,6
G,1.691311,5,0.311867,0.32803,0.000022,0.0052,0.0052,0.000268,0.050482,53667,Matt Farniok,1.691311,3
DE,18.279047,5,0.372521,0.404567,0.003235,0.033267,0.033272,0.001178,0.323769,35452,Brandon Graham,18.279047,6
OLB,13.483523,5,0.370549,0.400238,0.001759,0.028757,0.028762,0.00092,0.279673,44825,Haason Reddick,13.483523,6
WR,3.44902,6,0.329482,0.346872,0.00048,0.009485,0.009484,0.000434,0.090841,45102,Zach Pascal,3.44902,7
QB,0.137261,6,0.277178,0.286721,0,0.000982,0.000982,0.000153,0.009248,47961,Gardner Minshew,0.137261,7
CB,0.441446,6,0.299203,0.318474,0.000022,0.005029,0.00503,0.000191,0.049267,48487,Cameron Lewis,0.441446,7
CB,16.196629,5,0.35574,0.384437,0.001708,0.028646,0.02865,0.000851,0.271354,46194,Avonte Maddox,16.196629,6
OLB,0.714286,6,0.259872,0.27066,0,0.000759,0.000759,0.000122,0.007136,54646,Kyron Johnson,0.714286,6
DT,8.171329,5,0.34398,0.366017,0.000193,0.014302,0.014303,0.00041,0.136748,53618,Marlon Tuipulotu,8.171329,6
OLB,0.662169,6,0.26639,0.281342,0,0.001927,0.001928,0.000188,0.018381,54696,Baylon Spector,0.662169,3
G,1.286765,6,0.304348,0.319177,0.000019,0.004131,0.00413,0.000223,0.038965,48220,Patrick Mekari,1.286765,5
QB,0.754269,6,0.284974,0.297554,0.000047,0.001548,0.001548,0.000259,0.015893,38937,Case Keenum,0.754269,7
DE,4.168964,5,0.331539,0.352208,0.000281,0.00857,0.008572,0.000468,0.082295,53053,Bryce Huff,4.168964,5
TE,4.517754,5,0.337571,0.359632,0.000284,0.014001,0.014,0.000512,0.130592,54604,Isaiah Likely,4.517754,3
WR,0.650283,5,0.317985,0.331017,0.000008,0.004137,0.004137,0.000192,0.038622,42350,Kevin White,0.650283,6
QB,31.925594,5,0.380059,0.429686,0.01626,0.090871,0.090858,0.003072,0.849676,43290,Jared Goff,31.925594,6
RB,23.531908,5,0.347395,0.376602,0.000862,0.035523,0.035518,0.000957,0.329887,52443,D'Andre Swift,23.531908,6
TE,10.497509,5,0.364497,0.390249,0.00119,0.031678,0.031674,0.000922,0.296537,47791,T.J. Hockenson,10.497509,6
WR,12.368255,5,0.347081,0.374221,0.000647,0.033102,0.033097,0.000901,0.304807,53541,Amon-Ra St. Brown,12.368255,6
WR,2.167352,5,0.321772,0.338106,0.000016,0.007945,0.007945,0.000286,0.07417,46130,D.J. Chark,2.167352,6
WR,6.629046,5,0.344057,0.364848,0.000218,0.016962,0.016959,0.000551,0.157094,44930,Josh Reynolds,6.629046,6
RB,91.023223,5,0.375335,0.418074,0.010108,0.070579,0.070568,0.002326,0.659551,44947,Jamaal Williams,91.023223,6
RB,16.762843,5,0.354104,0.381591,0.00079,0.028127,0.028123,0.000838,0.263554,48707,Craig Reynolds,16.762843,6
CB,5.215299,5,0.332542,0.357305,0.000636,0.015511,0.015514,0.000501,0.15022,43313,William Jackson,5.215299,7
TE,2.317056,5,0.333045,0.35197,0.000049,0.012317,0.012316,0.000329,0.113497,53959,Brock Wright,2.317056,6
WR,7.766132,5,0.345912,0.370628,0.000523,0.022967,0.022964,0.000733,0.213315,43584,Kalif Raymond,7.766132,6
SS,5.740931,5,0.322783,0.34105,0.000028,0.010158,0.010159,0.000313,0.093834,52613,Josh Metellus,5.740931,6
CB,2.525523,5,0.322176,0.338907,0.000029,0.007245,0.007246,0.000238,0.067713,44855,Sidney Jones,2.525523,6
WR,1.521289,5,0.326617,0.3421,0.00003,0.007376,0.007376,0.000294,0.068636,48680,Tom Kennedy,1.521289,6
WR,0.388917,5,0.312057,0.327132,0,0.004386,0.004386,0.000168,0.04144,52574,Quintez Cephus,0.388917,6
RB,7.431675,5,0.338908,0.358582,0.000194,0.012011,0.01201,0.000417,0.112117,46320,Justin Jackson,7.431675,4
OLB,4.730532,5,0.344288,0.36895,0.000655,0.015985,0.015988,0.000596,0.151363,52468,Josh Uche,4.730532,4
T,1.672366,5,0.332613,0.35013,0.000053,0.008673,0.008673,0.000293,0.081224,53436,Penei Sewell,1.672366,6
WR,0.261366,5,0.305132,0.319102,0,0.003184,0.003185,0.000145,0.028932,54428,Maurice Alexander,0.261366,5
ILB,4.447657,5,0.308989,0.324794,0.000002,0.006003,0.006004,0.000189,0.054766,52863,Krys Barnes,4.447657,6
FS,6.161871,5,0.338908,0.359751,0.000144,0.014617,0.014619,0.0004,0.133991,45021,Rudy Ford,6.161871,5
CB,3.349107,5,0.33471,0.35461,0.000162,0.010947,0.010949,0.000378,0.101258,48241,Keisean Nixon,3.349107,5
TE,0.088952,6,0.275443,0.29132,0,0.002267,0.002268,0.00012,0.020716,53739,Shane Zylstra,0.088952,6
TE,0.350318,5,0.301311,0.315303,0,0.002903,0.002903,0.000146,0.026619,54642,James Mitchell,0.350318,6
DT,8.457725,5,0.355494,0.379729,0.000721,0.018136,0.018139,0.000545,0.174519,54478,Jordan Davis,8.457725,6
RB,8.761691,5,0.337867,0.361504,0.000973,0.013342,0.013341,0.000652,0.135565,52708,Jamycal Hasty,8.761691,7
QB,45.152736,5,0.371801,0.423874,0.016776,0.073696,0.073685,0.003234,0.741176,53430,Trevor Lawrence,45.152736,7
WR,14.321116,5,0.348811,0.379491,0.001322,0.028213,0.028208,0.001032,0.279623,46116,Christian Kirk,14.321116,7
RB,74.539326,5,0.361842,0.405823,0.009085,0.054573,0.054564,0.002374,0.548713,53454,Travis Etienne,74.539326,7
CB,4.242545,5,0.328709,0.347727,0.000097,0.008784,0.008785,0.00032,0.085665,52545,Josiah Scott,4.242545,6
WR,2.106583,5,0.310046,0.324589,0.000007,0.00422,0.00422,0.000194,0.039975,48051,Steven Sims,2.106583,6
T,8.272059,5,0.349365,0.373333,0.000585,0.02064,0.020637,0.000675,0.194693,43305,Taylor Decker,8.272059,6
G,5.147059,5,0.319767,0.339134,0.000671,0.009219,0.009217,0.000501,0.09061,53480,Samuel Cosmi,5.147059,6
TE,9.918409,5,0.341994,0.367803,0.000679,0.02022,0.020217,0.000796,0.201763,44835,Evan Engram,9.918409,7
DE,2.025006,5,0.318313,0.335476,0.000047,0.00513,0.005131,0.000233,0.049948,48566,Daniel Wise,2.025006,7
NT,0.434783,6,0.272953,0.287067,0,0.001761,0.001761,0.000121,0.016081,54733,Donovan Jeter,0.434783,6
ILB,1.428571,5,0.300312,0.313225,0,0.002431,0.002431,0.000147,0.022787,37792,Nick Bellore,1.428571,6
OLB,3.259692,5,0.314222,0.329675,0.000037,0.006238,0.006238,0.000273,0.057131,52650,Jonathan Garvin,3.259692,5
DE,3.98293,5,0.333912,0.353139,0.000169,0.009132,0.009133,0.000361,0.085031,54493,Devonte Wyatt,3.98293,6
G,1.470588,5,0.317133,0.332803,0.000065,0.005606,0.005605,0.000308,0.052757,52483,Jonah Jackson,1.470588,6
G,1.838235,5,0.29468,0.310844,0.000054,0.00553,0.005529,0.000306,0.053911,43484,Wes Schweitzer,1.838235,6
G,5.330882,5,0.342908,0.365541,0.001482,0.016613,0.01661,0.000669,0.160193,41939,Andrew Norwell,5.330882,6
T,2.621839,5,0.328779,0.348139,0.000071,0.007682,0.007682,0.000346,0.07899,47818,Jawaan Taylor,2.621839,7
TE,2.294797,5,0.328148,0.347165,0.000045,0.009048,0.009047,0.000333,0.091342,53576,Brevin Jordan,2.294797,7
RB,2.732919,6,0.294624,0.30868,0.000012,0.004046,0.004045,0.000223,0.037836,43445,Jonathan Williams,2.732919,6
TE,4.389964,5,0.336612,0.358496,0.000204,0.015269,0.015267,0.0005,0.146613,41349,Logan Thomas,4.389964,6
WR,0.261366,6,0.296667,0.311667,0,0.002525,0.002525,0.000146,0.025132,48601,Tyron Johnson,0.261366,6
TE,2.185025,5,0.32752,0.345617,0.000037,0.008254,0.008253,0.000312,0.082552,44831,O.J. Howard,2.185025,7
WR,0.785101,5,0.309984,0.32381,0.000003,0.003397,0.003397,0.00017,0.031812,52429,Jalen Reagor,0.785101,6
WR,4.485071,5,0.329976,0.350087,0.000053,0.010379,0.010378,0.00033,0.101395,44978,Jamal Agnew,4.485071,7
FS,26.576677,5,0.365622,0.39803,0.002347,0.037229,0.037235,0.001046,0.354444,46259,DeShon Elliott,26.576677,1
FS,7.199039,5,0.321503,0.342738,0.000118,0.012459,0.012461,0.000442,0.119902,46151,Tracy Walker,7.199039,6
TE,4.063218,5,0.344365,0.3654,0.000375,0.012657,0.012656,0.000512,0.122828,53553,John Bates,4.063218,6
TE,0.967921,5,0.319967,0.335725,0.000006,0.006392,0.006392,0.00021,0.059061,52725,Ben Ellefson,0.967921,2
ILB,34.66117,5,0.371263,0.40592,0.006548,0.043463,0.043468,0.001518,0.413307,44888,Alex Anzalone,34.66117,4
DT,11.547215,5,0.353049,0.379545,0.001088,0.019549,0.019552,0.000639,0.187235,47975,Isaiah Buggs,11.547215,6
CB,17.398621,5,0.366318,0.395584,0.001507,0.033835,0.03384,0.000838,0.320449,52411,Jeff Okudah,17.398621,1
DE,11.807408,5,0.361418,0.390065,0.001793,0.024118,0.024121,0.000881,0.232355,54467,Aidan Hutchinson,11.807408,6
CB,8.35418,5,0.352242,0.379578,0.000738,0.024379,0.024383,0.000698,0.233164,46099,Mike Hughes,8.35418,6
CB,11.782132,5,0.352806,0.38013,0.000807,0.024818,0.024821,0.000742,0.235964,47929,Amani Oruwariye,11.782132,5
ILB,13.218615,5,0.363293,0.391472,0.001489,0.028606,0.02861,0.000794,0.271967,54653,Malcolm Rodriguez,13.218615,4
DE,9.238948,5,0.34101,0.366418,0.001068,0.016717,0.01672,0.00068,0.162995,44834,Charles Harris,9.238948,6
SS,11.263368,5,0.349206,0.375996,0.000908,0.022493,0.022496,0.0007,0.212403,47864,Will Harris,11.263368,6
ILB,9.801886,5,0.349127,0.375097,0.000618,0.020652,0.020655,0.000565,0.195432,53542,Derrick Barnes,9.801886,4
FS,5.744575,5,0.335439,0.358571,0.000125,0.01503,0.015033,0.000372,0.140265,52980,Juju Hughes,5.744575,5
CB,3.087857,5,0.330189,0.348766,0.000072,0.00925,0.009252,0.000308,0.08792,54583,Akayleb Evans,3.087857,6
DE,2.961707,5,0.315703,0.334275,0.000039,0.00682,0.006821,0.000275,0.066356,53675,Shaka Toney,2.961707,7
TE,0.815766,6,0.318379,0.333203,0.000004,0.00487,0.00487,0.000194,0.046757,53946,Jack Stoll,0.815766,6
TE,0.261366,6,0.303388,0.318063,0,0.003207,0.003207,0.000145,0.030431,54663,Grant Calcaterra,0.261366,7
DE,0.220723,6,0.275246,0.29171,0,0.002703,0.002704,0.000145,0.025744,53669,William Bradley-King,0.220723,6
OLB,6.694258,5,0.335951,0.357359,0.00009,0.011642,0.011644,0.00033,0.110655,39998,Jon Bostic,6.694258,7
CB,0.220723,6,0.275197,0.291602,0,0.0028,0.0028,0.000144,0.026724,54705,Christian Holmes,0.220723,6
DT,21.77817,5,0.35839,0.389318,0.001781,0.028668,0.028672,0.0009,0.284924,43787,Roy Robertson-Harris,21.77817,7
SS,24.952473,5,0.366579,0.400411,0.002175,0.038392,0.038398,0.001068,0.381374,44926,Rayshawn Jenkins,24.952473,7
OLB,7.256955,5,0.362524,0.39224,0.001814,0.024207,0.024211,0.0008,0.243216,46156,Arden Key,7.256955,7
ILB,39.903447,5,0.368597,0.404145,0.003055,0.041263,0.041268,0.001303,0.411244,54492,Devin Lloyd,39.903447,7
ILB,46.193387,5,0.370638,0.407392,0.003894,0.04634,0.046346,0.001402,0.461355,46269,Foyesade Oluokun,46.193387,7
CB,10.222061,5,0.336759,0.364805,0.000639,0.023101,0.023104,0.000754,0.228471,44902,Shaquill Griffin,10.222061,7
OLB,18.392167,5,0.366318,0.400249,0.005312,0.033883,0.033888,0.001322,0.339544,47790,Josh Hines-Allen,18.392167,7
CB,18.6735,5,0.366579,0.400087,0.00222,0.037824,0.03783,0.001086,0.374978,53462,Tyson Campbell,18.6735,7
DE,8.903259,5,0.332183,0.35619,0.000295,0.014287,0.014288,0.000535,0.142076,43352,Adam Gotsis,8.903259,7
CB,10.770527,5,0.355823,0.384762,0.001013,0.024004,0.024007,0.000755,0.237765,46456,Darious Williams,10.770527,5
DT,22.52824,5,0.359309,0.389805,0.002028,0.026054,0.026058,0.000875,0.259526,52481,Davon Hamilton,22.52824,7
SS,19.268276,5,0.365883,0.398463,0.002206,0.035294,0.035299,0.001004,0.351041,53494,Andre Cisco,19.268276,7
DT,0.507131,6,0.275739,0.292738,0.000004,0.002625,0.002625,0.000177,0.025601,52640,Carlos Davis,0.507131,7
OLB,0.66357,6,0.297757,0.315909,0.000014,0.003948,0.003949,0.000174,0.037293,44861,Ryan Anderson,0.66357,5
ILB,0.886801,5,0.308308,0.323019,0.000038,0.003004,0.003004,0.000171,0.029469,47940,Blake Cashman,0.886801,7
DE,5.354981,5,0.333622,0.357208,0.000261,0.011892,0.011894,0.00045,0.120966,37841,Mario Addison,5.354981,7
ILB,4.281295,5,0.315186,0.338452,0.000356,0.009486,0.009488,0.000408,0.094668,54540,Christian Harris,4.281295,7
DT,3.281419,5,0.318445,0.337619,0.00135,0.006779,0.00678,0.000391,0.067332,44922,Jaleel Johnson,3.281419,7
OLB,0.968872,6,0.304047,0.318983,0,0.003772,0.003772,0.000167,0.036357,55043,Jake Hansen,0.968872,7
DT,4.138159,5,0.328849,0.350812,0.000221,0.009947,0.009948,0.000377,0.10062,55045,Kurt Hinish,4.138159,7
SS,3.881988,5,0.296953,0.31658,0.000016,0.005327,0.005328,0.000193,0.052077,46122,M.J. Stewart,3.881988,7
DE,3.51839,5,0.321034,0.339372,0.002839,0.006481,0.006482,0.000606,0.063832,47918,John Cominsky,3.51839,6
G,2.757353,5,0.325306,0.345747,0.000282,0.009482,0.00948,0.000434,0.094287,41321,Trai Turner,2.757353,7
WR,3.470484,5,0.327381,0.344903,0.000064,0.008962,0.008961,0.000334,0.088491,53485,D'Wayne Eskridge,3.470484,2
CB,0.714286,6,0.270793,0.282825,0,0.001085,0.001085,0.000123,0.010284,48500,Saivion Smith,0.714286,4
FS,11.547412,5,0.350638,0.37829,0.001094,0.025703,0.025706,0.000848,0.243745,54562,Kerby Joseph,11.547412,4
DE,3.97503,5,0.322041,0.342435,0.00009,0.008363,0.008364,0.000322,0.079647,54511,Josh Paschal,3.97503,1
RB,0.434783,6,0.270793,0.282825,0,0.001085,0.001085,0.000123,0.010284,52922,Salvon Ahmed,0.434783,4
OLB,8.370793,5,0.349365,0.374156,0.000446,0.019372,0.019375,0.000557,0.183732,52475,Julian Okwara,8.370793,4
DE,2.705191,5,0.315057,0.330823,0.000012,0.005471,0.005472,0.000211,0.051522,38544,Michael Brockers,2.705191,6
FB,4.601626,5,0.337349,0.357262,0.000446,0.010972,0.010971,0.000431,0.102802,48233,Alec Ingold,4.601626,5
DT,6.294243,5,0.332757,0.354697,0.000341,0.01134,0.011342,0.000468,0.107665,53501,Alim McNeill,6.294243,6
DE,3.479076,5,0.314029,0.330097,0.000026,0.0047,0.004701,0.000221,0.044239,47900,Austin Bryant,3.479076,5
OLB,0.434783,6,0.270318,0.283766,0,0.001442,0.001442,0.000121,0.013742,53716,Milo Eifler,0.434783,7
OLB,23.486568,5,0.363636,0.395433,0.001618,0.031562,0.031566,0.000946,0.314303,54466,Travon Walker,23.486568,7
DE,2.57764,5,0.307877,0.321645,0,0.003302,0.003302,0.000168,0.032319,48473,Jonathan Ledbetter,2.57764,2
OLB,4.050066,5,0.326409,0.348452,0.000158,0.010402,0.010404,0.000321,0.104327,53599,Garret Wallow,4.050066,7
FS,3.881988,5,0.289691,0.305249,0.000014,0.002449,0.002449,0.00021,0.025333,43395,Eric Murray,3.881988,7
FB,1.713875,5,0.319105,0.334654,0.000028,0.005951,0.005951,0.000259,0.054858,43971,C.J. Ham,1.713875,5
WR,1.01246,6,0.300958,0.314578,0,0.003015,0.003015,0.000167,0.028222,54938,Braylon Sanders,1.01246,4
WR,2.875255,5,0.327799,0.346212,0.000108,0.008878,0.008877,0.000369,0.085913,54481,Jahan Dotson,2.875255,6
G,3.125,5,0.322987,0.342197,0.000223,0.009218,0.009216,0.000433,0.091922,42348,Brandon Scherff,3.125,7
C,1.838235,5,0.30202,0.316905,0.000038,0.00399,0.003989,0.000282,0.040244,44949,Sean Harlow,1.838235,6
C,1.102941,6,0.281948,0.293636,0.000064,0.001246,0.001246,0.000255,0.013163,45012,Chase Roullier,1.102941,6
C,0.367647,6,0.282776,0.2929,0.000002,0.001056,0.001056,0.000151,0.010133,46089,Frank Ragnow,0.367647,6
G,1.470588,6,0.288768,0.304123,0.000007,0.003814,0.003814,0.000221,0.036847,52529,Logan Stenberg,1.470588,6
C,2.757353,5,0.324689,0.343301,0.000152,0.010623,0.010622,0.000363,0.099101,47801,Garrett Bradbury,2.757353,5
TE,1.522321,5,0.321235,0.338896,0.000032,0.005607,0.005607,0.000278,0.056592,42302,Chris Manhertz,1.522321,7
T,7.536765,5,0.333478,0.356028,0.000555,0.012732,0.012729,0.000666,0.128846,44846,Cam Robinson,7.536765,7
WR,0.739235,6,0.315186,0.330433,0.000003,0.004636,0.004636,0.000193,0.043672,54723,Samori Toure,0.739235,4
TE,0.749633,5,0.318577,0.333247,0.000007,0.004616,0.004616,0.000194,0.04331,30842,Marcedes Lewis,0.749633,4
FS,3.733371,5,0.323394,0.34132,0.0003,0.006918,0.006919,0.000318,0.067755,52535,K'Von Wallace,3.733371,1
OLB,2.09156,5,0.330685,0.354491,0.001426,0.011674,0.011676,0.000409,0.111199,46958,Chris Board,2.09156,2
TE,0.183824,6,0.248547,0.258149,0,0.000291,0.000291,0.000136,0.002882,52907,Noah Togiai,0.183824,2
G,0.183824,6,0.243056,0.250498,0,0.000162,0.000162,0.000144,0.00186,47914,Wes Martin,0.183824,6
RB,0.434783,6,0.243056,0.250498,0,0.000162,0.000162,0.000144,0.00186,53685,Kylin Hill,0.434783,6
RB,86.642508,5,0.341161,0.380216,0.004167,0.042757,0.04275,0.001712,0.42838,52449,Jonathan Taylor,86.642508,7
RB,17.612228,5,0.34329,0.371634,0.001211,0.02418,0.024177,0.000925,0.243624,46173,Nyheim Hines,17.612228,7
TE,0.967921,5,0.319436,0.333723,0.000058,0.00453,0.00453,0.00026,0.043996,42721,Eric Tomlinson,0.967921,5
QB,39.471912,5,0.35,0.393983,0.00674,0.052731,0.052724,0.002322,0.539427,33084,Matt Ryan,39.471912,7
TE,6.139953,5,0.341918,0.365357,0.000411,0.017717,0.017715,0.000623,0.176533,53556,Kylen Granson,6.139953,7
TE,4.121561,5,0.33355,0.355,0.000313,0.013615,0.013613,0.000525,0.136112,44792,Mo Alie-Cox,4.121561,7
TE,1.599863,5,0.321369,0.338258,0.000031,0.005172,0.005172,0.000275,0.052686,45785,Dan Arnold,1.599863,7
WR,6.827076,5,0.335001,0.358052,0.000225,0.014891,0.014889,0.000579,0.149508,38696,Marvin Jones,6.827076,7
OLB,2.270408,6,0.293725,0.308831,0.000006,0.002735,0.002736,0.000194,0.028167,41361,Kevin Pierre-Louis,2.270408,7
DE,3.74519,6,0.308617,0.326558,0.000096,0.00505,0.005051,0.000264,0.051943,46796,Demone Harris,3.74519,7
DT,10.674173,5,0.344596,0.370281,0.000519,0.016439,0.016441,0.000545,0.164291,46249,Folorunso Fatukasi,10.674173,7
CB,10.175757,5,0.350717,0.378658,0.000882,0.023815,0.023819,0.000725,0.235103,47984,Rashad Fenton,10.175757,0
DE,5.057789,5,0.320233,0.339654,0.000021,0.007214,0.007214,0.000286,0.072755,53887,Malik Herring,5.057789,7
FS,5.754615,5,0.348653,0.373918,0.000308,0.018773,0.018776,0.000496,0.184032,54527,Bryan Cook,5.754615,0
OLB,7.659625,5,0.344596,0.368853,0.000569,0.013173,0.013175,0.000504,0.13375,42365,Bud Dupree,7.659625,7
SS,10.690327,5,0.336538,0.360725,0.000413,0.015996,0.015998,0.00059,0.162909,43757,Andrew Adams,10.690327,7
ILB,5.314229,5,0.300958,0.316721,0,0.004833,0.004833,0.000212,0.049365,43388,Joe Schobert,5.314229,7
DE,4.361279,6,0.308185,0.331515,0.000179,0.007535,0.007536,0.0004,0.078858,42378,Mario Edwards,4.361279,7
CB,10.570956,5,0.341539,0.367489,0.000718,0.018682,0.018685,0.00066,0.19008,41483,Terrance Mitchell,10.570956,7
CB,15.775697,5,0.355248,0.385985,0.00174,0.028152,0.028155,0.001031,0.284189,52469,Kristian Fulton,15.775697,7
C,2.022059,6,0.300078,0.316829,0.000049,0.004779,0.004778,0.000335,0.048721,41390,Corey Linsley,2.022059,6
OLB,1.903881,5,0.313263,0.332879,0.000056,0.007106,0.007107,0.000249,0.071998,44937,Jalen Reeves-Maybin,1.903881,7
G,2.192127,5,0.307385,0.323885,0.000104,0.004123,0.004122,0.000373,0.04387,41665,Tyler Shatley,2.192127,7
C,2.389706,5,0.318577,0.335422,0.000109,0.005881,0.00588,0.000381,0.061161,48235,Andre James,2.389706,7
WR,17.228294,5,0.349206,0.379491,0.002111,0.031676,0.031671,0.001175,0.31491,52442,Michael Pittman,17.228294,7
WR,1.070868,5,0.299903,0.317002,0.000003,0.005618,0.005618,0.000235,0.056645,53658,Mike Strachan,1.070868,7
DT,0.862122,6,0.293277,0.314134,0.000051,0.004326,0.004327,0.000254,0.045134,53712,Michael Dwumfour,0.862122,7
WR,11.829996,5,0.344057,0.369957,0.001294,0.022371,0.022367,0.00085,0.222574,47842,Parris Campbell,11.829996,7
WR,4.28458,5,0.313582,0.334361,0.000052,0.01178,0.011779,0.000423,0.11856,48118,Ashton Dulin,4.28458,7
DE,9.14094,5,0.347787,0.37592,0.001357,0.018135,0.018137,0.000824,0.185164,44880,Dawuane Smoot,9.14094,5
WR,0.905385,5,0.292387,0.309134,0.000002,0.005235,0.005235,0.000238,0.052857,52620,Dezmon Patmon,0.905385,7
TE,1.567422,5,0.322311,0.338312,0.000037,0.005907,0.005906,0.000262,0.058922,54538,Jelani Woods,1.567422,7
WR,7.365009,5,0.338313,0.360379,0.000357,0.014957,0.014955,0.000574,0.148334,54518,Alec Pierce,7.365009,7
C,1.886544,5,0.314093,0.332554,0.000043,0.006117,0.006116,0.00032,0.063398,52557,Danny Pinter,1.886544,0
FS,8.55948,5,0.34475,0.369372,0.000318,0.017301,0.017303,0.000515,0.172341,46846,Joshua Kalu,8.55948,7
NT,14.902499,5,0.359058,0.389307,0.002099,0.024962,0.024966,0.000935,0.254218,45011,D.J. Jones,14.902499,0
ILB,8.199005,5,0.344905,0.370952,0.000824,0.018721,0.018724,0.000682,0.191877,53534,Baron Browning,8.199005,0
RB,33.556937,5,0.34398,0.371439,0.001408,0.026445,0.026442,0.000908,0.261235,53703,Deon Jackson,33.556937,7
RB,11.004981,5,0.328568,0.349859,0.00023,0.013634,0.013632,0.000526,0.137127,46367,Phillip Lindsay,11.004981,0
CB,6.961035,5,0.349444,0.379004,0.000865,0.023597,0.023601,0.00071,0.235791,54580,Damarri Mathis,6.961035,0
ILB,29.026962,5,0.365709,0.399048,0.003957,0.032972,0.032976,0.001339,0.332353,42929,Alex Singleton,29.026962,0
DT,5.694802,5,0.329553,0.352186,0.000383,0.010945,0.010946,0.000464,0.109515,35522,Corey Peters,5.694802,7
WR,0.650283,6,0.304589,0.320801,0.000001,0.003973,0.003973,0.000191,0.040553,52660,Tyrie Cleveland,0.650283,7
WR,10.795224,5,0.342755,0.3704,0.000675,0.023835,0.023831,0.00085,0.237573,44849,Zay Jones,10.795224,7
RB,14.222054,5,0.343061,0.367879,0.000966,0.017588,0.017586,0.00074,0.177424,46506,Dontrell Hilliard,14.222054,7
CB,17.273169,5,0.367893,0.398452,0.001872,0.031835,0.031839,0.00104,0.319136,45287,Kenny Moore,17.273169,7
OLB,36.696461,5,0.368509,0.40474,0.00378,0.040752,0.040758,0.001433,0.408843,46304,Zaire Franklin,36.696461,7
FS,2.262978,5,0.334129,0.359946,0.000304,0.014138,0.01414,0.000409,0.138171,52493,Julian Blackmon,2.262978,5
CB,10.104501,5,0.35706,0.386721,0.001529,0.027159,0.027163,0.000899,0.272517,38540,Stephon Gilmore,10.104501,7
CB,3.303653,5,0.342527,0.367294,0.000282,0.015444,0.015446,0.000473,0.153851,46729,Brandon Facyson,3.303653,7
SS,2.804035,6,0.315962,0.336515,0.000019,0.009329,0.009331,0.00031,0.094529,54561,Nick Cross,2.804035,7
DE,12.495516,5,0.36074,0.389361,0.003093,0.021882,0.021886,0.001002,0.223102,43358,Yannick Ngakoue,12.495516,7
DE,6.719535,5,0.340482,0.3646,0.001767,0.012216,0.012218,0.00066,0.124842,45033,Ifeadi Odenigbo,6.719535,7
MLB,32.735188,5,0.365796,0.399004,0.003109,0.034346,0.034351,0.001177,0.34372,47872,Bobby Okereke,32.735188,7
DT,32.810873,5,0.364756,0.401299,0.006031,0.03287,0.032874,0.001574,0.335104,43296,DeForest Buckner,32.810873,7
DE,12.638513,5,0.353049,0.381364,0.002879,0.019435,0.019438,0.000848,0.196074,53450,Kwity Paye,12.638513,7
DT,22.83713,5,0.364238,0.396461,0.00324,0.031541,0.031546,0.001105,0.317267,44957,Grover Stewart,22.83713,7
DE,11.128217,6,0.339806,0.367554,0.000886,0.01633,0.016332,0.000799,0.168683,46133,Tyquan Lewis,11.128217,7
OLB,15.548879,5,0.345446,0.370422,0.000251,0.017799,0.017802,0.000503,0.178629,47947,E.J. Speed,15.548879,7
